id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
1027,Ethereum,ETH,ethereum,10401,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,120712080.57256345,120712080.57256345,True,,2,,,,2025-07-19T16:10:00.000Z,3546.5077943870747,32161063186.254505,-47.6712,0.0399165,-0.44347851,21.20910551,41.81193077,43.24982743,125.08718688,428106334627.27686,11.131,428106334627.28,,2025-07-19T16:10:00.000Z,,,,,,2025-07-19 21:41:32.403863
52,XRP,XRP,xrp,1654,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",100000000000.0,59182189917.0,99985925712.0,False,,3,,,,2025-07-19T16:10:00.000Z,3.4179435900193242,8556865215.964915,-62.7665,1.09072305,1.32031032,27.0069454,58.94446207,46.13655843,66.6205565,202281386670.11642,5.2608,341794359001.93,,2025-07-19T16:10:00.000Z,,,,,,2025-07-19 21:41:32.403863
825,Tether USDt,USDT,tether,137641,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'apertum-ecosystem']",,161551850992.01044,164817298720.58112,True,,4,,,,2025-07-19T16:09:00.000Z,1.0004008080593019,101788615364.07712,-43.1854,-0.00289597,-0.02276688,0.02922768,0.01376457,0.01090392,0.04468742,161616602275.88318,4.2021,164883358822.22,,2025-07-19T16:09:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-07-19 21:41:32.403863
1839,BNB,BNB,bnb,2627,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing']",,139289001.31,139289001.31,False,,5,,,,2025-07-19T16:10:00.000Z,729.4690570138251,2427080338.4441805,-25.398,0.12874043,-1.12070332,6.85752873,14.0255169,13.10327581,24.10350142,101607016438.00316,2.6418,101607016438.0,,2025-07-19T16:10:00.000Z,,,,,,2025-07-19 21:41:32.403863
5426,Solana,SOL,solana,954,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,537924894.6795791,605608218.2703962,True,,6,525236893.3,92940224869.5372,,2025-07-19T16:10:00.000Z,176.94915580968615,4782797112.714202,-47.6113,0.7483309,0.02004894,11.51325099,22.96449918,6.30839451,29.91985426,95185356002.56586,2.4749,107161862974.35,,2025-07-19T16:10:00.000Z,,,,,,2025-07-19 21:41:32.403863
3408,USDC,USDC,usd-coin,29609,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",,64775890556.81314,64775890556.81314,False,,7,60901219650.23,60890766428.84716,,2025-07-19T16:10:00.000Z,0.9998283577661846,15102583558.681149,-47.43,0.01201857,-0.00949272,-0.00812239,-0.00576625,-0.01946072,-0.0126136,64764772278.26059,1.6839,64764772278.26,,2025-07-19T16:10:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-07-19 21:41:32.403863
74,Dogecoin,DOGE,dogecoin,1258,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,150161646383.70523,150161646383.70523,True,,8,,,,2025-07-19T16:10:00.000Z,0.24148562984624256,4949929764.874918,-27.8393,-0.02493106,2.73931828,24.65983447,43.02738443,9.79624275,57.68994463,36261879755.71781,0.9428,36261879755.72,,2025-07-19T16:10:00.000Z,,,,,,2025-07-19 21:41:32.403863
1958,TRON,TRX,tron,1202,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",,94743759723.5343,94743765297.80957,True,,9,71659659264.0,22906012086.94017,,2025-07-19T16:10:00.000Z,0.31965002795439706,1322470425.8807852,-42.1498,-1.22508035,-1.96039759,7.05185021,16.74954432,17.66537893,30.52083447,30284845444.13242,0.7875,30284847225.95,,2025-07-19T16:10:00.000Z,,,,,,2025-07-19 21:41:32.403863
2010,Cardano,ADA,cardano,1551,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",45000000000.0,35398491999.09138,44990975569.09184,False,,10,,,,2025-07-19T16:10:00.000Z,0.8196742382578506,1320009171.6957994,-61.4228,0.37646823,-0.23300499,17.62589582,38.26414092,11.96776829,34.03622475,29015231964.831844,0.7544,36885340721.6,,2025-07-19T16:10:00.000Z,,,,,,2025-07-19 21:41:32.403863
32196,Hyperliquid,HYPE,hyperliquid,117,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing']",1000000000.0,333928180.0,999993930.0,False,,11,333931719.0,14899454808.085646,,2025-07-19T16:10:00.000Z,44.61826762879523,340452370.29126495,-43.6678,0.75570388,0.58699973,-2.41288769,22.28862506,70.73905881,156.90598929,14899296904.036507,0.3874,44618267628.8,,2025-07-19T16:10:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2025-07-19 21:41:32.403863
512,Stellar,XLM,stellar,727,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'defi', 'smart-contracts', 'hashkey-capital-portfolio', 'real-world-assets-protocols', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",50001806812.0,31098602419.12563,50001786892.81784,False,,12,31435407083.0,14525392994.32947,,2025-07-19T16:10:00.000Z,0.46207109569084215,826801449.2256665,-61.5154,1.83134992,-0.55988988,20.04849292,85.91306288,63.7592323,91.49075572,14369765294.259254,0.3737,23104389660.14,,2025-07-19T16:10:00.000Z,,,,,,2025-07-19 21:41:32.403863
20947,Sui,SUI,sui,713,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm', 'cmc-crypto-yearbook-2024-2025', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",10000000000.0,3455015252.817221,10000000000.0,False,,13,3455015252.82,13025296925.22181,,2025-07-19T16:10:00.000Z,3.7699679949576197,1457268811.3867009,-54.7561,-0.07150071,-2.24527631,12.79925829,32.92960409,-2.23305537,80.07913702,13025296925.211332,0.3388,37699679949.58,,2025-07-19T16:10:00.000Z,,,,,,2025-07-19 21:41:32.403863
1975,Chainlink,LINK,chainlink,2045,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'polkadot', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cross-chain', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'optimism-ecosystem', 'real-world-assets-protocols', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'milkomeda-ecosystem', 'energi-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",,678099970.4527867,1000000000.0,False,,14,,,,2025-07-19T16:10:00.000Z,17.8981492933523,695374779.8375132,-55.6957,0.89313012,-0.06874357,20.55445101,37.83191437,15.36303793,36.46816216,12136734506.98176,0.3156,17898149293.35,,2025-07-19T16:10:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-07-19 21:41:32.403863
4642,Hedera,HBAR,hedera,357,2019-09-17T00:00:00.000Z,"['dag', 'marketplace', 'enterprise-solutions', 'payments', 'dcg-portfolio', 'hedera-hashgraph-ecosystem', 'real-world-assets-protocols', 'layer-1', 'made-in-america', 'binance-ecosystem', 'binance-listing']",50000000000.0,42392670019.28787,50000000000.0,False,,15,,,,2025-07-19T16:09:00.000Z,0.26615981932554766,709592571.4294833,-58.4202,0.94413541,0.10783516,37.88878119,82.44571925,37.18456253,62.45139949,11283225393.061222,0.2934,13307990966.28,,2025-07-19T16:09:00.000Z,,,,,,2025-07-19 21:41:32.403863
